# concept_id	source	quote	added_by	added_at
# source can be DOI/URL/standard-id/internal-doc-path
hot-functional-testing	internal:registry-gap-review:batch8	Pre-fuel-loading hot system functional verification test	copilot	2026-04-04
construction-permit	internal:registry-gap-review:batch8	Regulatory permit for nuclear facility construction phase	copilot	2026-04-04
operating-license	internal:registry-gap-review:batch8	Regulatory license for nuclear facility operation phase	copilot	2026-04-04
configuration-management	internal:registry-gap-review:batch8	Systematic control of design basis and technical configuration (NQA/IAEA GS-G-3.5)	copilot	2026-04-04
ionization-chamber	internal:registry-gap-review:batch8	Gas ionization-based radiation dose rate detector	copilot	2026-04-04
fission-chamber	internal:registry-gap-review:batch8	Fission reaction-based neutron flux detector	copilot	2026-04-04
scintillation-detector	internal:registry-gap-review:batch8	Radiation detector using scintillator luminescence	copilot	2026-04-04
area-radiation-monitor	internal:registry-gap-review:batch8	Fixed area gamma dose rate continuous monitoring instrument	copilot	2026-04-04
thermoluminescent-dosimeter	internal:registry-gap-review:batch8	Passive dose measurement using thermoluminescent material (ICRP/IEC 62387)	copilot	2026-04-04
creep-fatigue-interaction	internal:registry-gap-review:batch8	Coupled creep and fatigue damage assessment for high-temperature structures (RCC-MRx/ASME III-NH)	copilot	2026-04-04
j-integral	internal:registry-gap-review:batch8	Path-independent integral parameter for crack-tip energy release rate in EPFM	copilot	2026-04-04
ratcheting	internal:registry-gap-review:batch8	Progressive unidirectional plastic strain accumulation under cyclic loading	copilot	2026-04-04
flow-accelerated-corrosion	internal:registry-gap-review:batch8	Accelerated dissolution of protective oxide film by high-temperature high-velocity water flow	copilot	2026-04-04
erosion-corrosion	internal:registry-gap-review:batch8	Combined mechanical erosion and electrochemical corrosion material degradation mechanism	copilot	2026-04-04
fire-detection-system	internal:registry-gap-review:batch9	Automatic fire detection and alarm system for nuclear facilities (IAEA NS-G-1.7)	copilot	2026-04-04
fire-suppression-system	internal:registry-gap-review:batch9	Fire suppression installation for nuclear facility rooms (gas/water spray/foam)	copilot	2026-04-04
fire-damper	internal:registry-gap-review:batch9	Fire barrier device installed in ventilation ducts to prevent flame and smoke spread	copilot	2026-04-04
confinement-ventilation	internal:registry-gap-review:batch9	Ventilation system maintaining negative pressure in radioactive areas with filtered exhaust (ITER CVS)	copilot	2026-04-04
emergency-exhaust-system	internal:registry-gap-review:batch9	Emergency ventilation for rapid extraction of radioactive gases from confinement areas	copilot	2026-04-04
hepa-filter	internal:registry-gap-review:batch9	High-efficiency particulate air filter with >=99.97% efficiency for >=0.3um particles (DOE-STD-3020)	copilot	2026-04-04
activated-carbon-filter	internal:registry-gap-review:batch9	Activated carbon adsorption filter for gaseous radioactive iodine removal	copilot	2026-04-04
ventilation-zone	internal:registry-gap-review:batch9	Nuclear facility area zoning by contamination risk for ventilation airflow direction control (C1/C2/C3)	copilot	2026-04-04
tritium-building	internal:registry-gap-review:batch9	Dedicated building housing tritium processing, storage, and recovery equipment	copilot	2026-04-04
tokamak-pit	internal:registry-gap-review:batch9	Below-grade excavation structure for tokamak installation within the bioshield	copilot	2026-04-04
bellows	internal:registry-gap-review:batch9	Flexible metallic element for thermal expansion compensation and vibration absorption in piping	copilot	2026-04-04
flange	internal:registry-gap-review:batch9	Disc-shaped connector for pipe and vessel joints	copilot	2026-04-04
gasket	internal:registry-gap-review:batch9	Sealing element between flanges or joints to prevent fluid leakage	copilot	2026-04-04
pressurizer	internal:registry-gap-review:batch9	Pressure control vessel maintaining coolant loop system pressure (WCLL/DCLL blanket circuits)	copilot	2026-04-04
isolation-valve	internal:registry-gap-review:batch9	Shut-off valve for isolating pipe sections or equipment	copilot	2026-04-04
relief-valve	internal:registry-gap-review:batch9	Pressure safety device that opens automatically to protect equipment from overpressure (ASME BPVC)	copilot	2026-04-04
check-valve	internal:registry-gap-review:batch9	One-way flow valve preventing backflow in piping systems	copilot	2026-04-04
expansion-joint	internal:registry-gap-review:batch9	Flexible compensating element absorbing thermal expansion displacement in piping	copilot	2026-04-04
rupture-disc	internal:registry-gap-review:batch9	Non-reclosing pressure relief device that bursts at set pressure differential	copilot	2026-04-04
pipe-whip-restraint	internal:registry-gap-review:batch9	Structural restraint limiting high-energy pipe whip motion after postulated break (nuclear-grade piping)	copilot	2026-04-04
neutralizer	internal:registry-gap-review:batch9	Gas/plasma target neutralizing high-energy ion beam in NBI beamline	copilot	2026-04-04
accelerator-grid	internal:registry-gap-review:batch9	Multi-stage electrostatic accelerator grid assembly in NBI negative ion source	copilot	2026-04-04
beam-dump	internal:registry-gap-review:batch9	Water-cooled collector absorbing residual un-neutralized ion beam energy in NBI	copilot	2026-04-04
residual-ion-dump	internal:registry-gap-review:batch9	High heat flux component collecting magnetically deflected residual ions downstream of NBI neutralizer	copilot	2026-04-04
magnetron-injection-gun	internal:registry-gap-review:batch9	Magnetron-type electron gun producing annular electron beam in gyrotron (MIG)	copilot	2026-04-04
diamond-window	internal:registry-gap-review:batch9	CVD diamond vacuum window for low-loss high-power ECRH microwave transmission	copilot	2026-04-04
ecrh-launcher	internal:registry-gap-review:batch9	Steerable antenna/mirror assembly injecting microwave beam into plasma (ITER upper/equatorial launcher)	copilot	2026-04-04
non-evaporable-getter	internal:registry-gap-review:batch9	Solid getter material (Ti-Zr-V alloy) reactivatable by heating for repeated use in vacuum systems	copilot	2026-04-04
ion-gauge	internal:registry-gap-review:batch9	Vacuum gauge measuring medium-to-high vacuum by gas ionization principle	copilot	2026-04-04
penning-gauge	internal:registry-gap-review:batch9	Cold cathode discharge vacuum gauge without filament (Penning principle)	copilot	2026-04-04
chemical-sputtering	internal:registry-gap-review:pwi-expansion	Chemical sputtering of surface atoms by reactive hydrogen species	copilot	2026-04-13
sputtering-yield	internal:registry-gap-review:pwi-expansion	Dimensionless yield of ejected atoms per incident ion	copilot	2026-04-13
desorption	internal:registry-gap-review:pwi-expansion	Release of adsorbed atoms/molecules from a surface	copilot	2026-04-13
implantation-range	internal:registry-gap-review:pwi-expansion	Mean penetration depth of implanted ions	copilot	2026-04-13
parallel-cooling	internal:registry-gap-review:divertor-expansion	Heat removal along field lines in SOL/divertor	copilot	2026-04-13
cross-field-cooling	internal:registry-gap-review:divertor-expansion	Heat removal across field lines in SOL/divertor	copilot	2026-04-13
attached-regime	internal:registry-gap-review:divertor-expansion	Divertor regime with direct plasma contact (vs detachment)	copilot	2026-04-13
coating-degradation	internal:registry-gap-review:wall-conditioning-expansion	Gradual deterioration of boronization/lithization coatings under plasma exposure	copilot	2026-04-13
re-erosion	internal:registry-gap-review:pwi-antipattern	Erosion of previously redeposited layers	copilot	2026-04-13
ductile-brittle-transition-temperature	internal:registry-gap-review:materials-antipattern	Temperature marking onset of brittle fracture behavior	copilot	2026-04-13
net-erosion	internal:registry-gap-review:pwi-antipattern-p2	Net material loss after redeposition compensation	copilot	2026-04-13
gross-erosion	internal:registry-gap-review:pwi-antipattern-p2	Total erosion before redeposition compensation	copilot	2026-04-13
self-sputtering	internal:registry-gap-review:pwi-antipattern-p2	Surface sputtering by its own redeposited species	copilot	2026-04-13
thermal-desorption	internal:registry-gap-review:pwi-antipattern-p2	Thermally activated desorption of implanted hydrogen isotopes	copilot	2026-04-13
ion-implantation	internal:registry-gap-review:pwi-antipattern-p2	Energetic ion embedding into PFC near-surface	copilot	2026-04-13
surface-recombination	internal:registry-gap-review:pwi-antipattern-p2	Atomic hydrogen recombination at surface before desorption	copilot	2026-04-13
preferential-sputtering	internal:registry-gap-review:pwi-antipattern-p3	Lighter element ejected first from alloy/mixed surface	copilot	2026-04-13
particle-reflection-coefficient	internal:registry-gap-review:pwi-antipattern-p3	Backscattering fraction of incident ions/neutrals	copilot	2026-04-13
hydrogen-trapping	internal:registry-gap-review:pwi-antipattern-p3	H isotope retention at lattice defect sites	copilot	2026-04-13
displacement-energy	internal:registry-gap-review:pwi-antipattern-p3	Threshold energy to displace a lattice atom	copilot	2026-04-13
melt-layer	internal:registry-gap-review:pwi-antipattern-p3	Transient liquid layer on PFC from disruptions	copilot	2026-04-13
impurity-screening	internal:registry-gap-review:pwi-antipattern-p3	SOL/divertor shielding of core from impurity influx	copilot	2026-04-13
castellation	internal:registry-gap-review:pwi-antipattern-p4	Stress-relief slots on PFC tiles	copilot	2025-07-14
leading-edge	internal:registry-gap-review:pwi-antipattern-p4	Upstream-facing edge of PFC tile	copilot	2025-07-14
surface-morphology	internal:registry-gap-review:pwi-antipattern-p4	Post-exposure PFC surface topography	copilot	2025-07-14
hydrogen-embrittlement	internal:registry-gap-review:pwi-antipattern-p5	Hydrogen-induced ductility loss in metals	copilot	2026-04-14
hot-cathode-ion-gauge	internal:registry-gap-review:substitute-supplement	Hot-cathode ionization gauge for vacuum measurement	copilot	2026-04-14
diamagnetic-flux-signal	internal:registry-gap-review:substitute-supplement	Plasma stored energy signal from diamagnetic loop	copilot	2026-04-14
